Name,Language,Stars,Forks,Owner,Created At
languagetool,Java,14604,1528,languagetool-org,2013-08-08T16:37:22Z
Arduino,Java,14598,6972,arduino,2010-09-17T19:10:36Z
CircleImageView,Java,14502,3080,hdodenhof,2014-01-17T16:44:46Z
QMUI_Android,Java,14492,2665,Tencent,2017-04-21T10:03:18Z
ARouter,Java,14475,2603,alibaba,2016-12-14T01:27:49Z
floci,Java,14423,1441,floci-io,2026-02-18T02:28:29Z
jib,Java,14420,1473,GoogleContainerTools,2018-01-22T18:30:43Z
Java,Java,14383,5167,DuGuQiuBai,2015-11-25T07:30:08Z
dolphinscheduler,Java,14334,5051,apache,2019-03-01T16:39:25Z
kkFileView,Java,14252,3268,kekingcn,2017-12-12T11:41:08Z
deeplearning4j,Java,14237,3836,deeplearning4j,2013-11-27T02:03:28Z
xpipe,Java,14212,540,xpipe-io,2023-01-27T02:25:38Z
mit-deep-learning-book-pdf,Java,14144,2903,janishar,2017-04-07T10:46:50Z
zuul,Java,14035,2442,Netflix,2013-03-13T18:53:57Z
druid,Java,14019,3789,apache,2012-10-23T19:08:07Z
piggymetrics,Java,13935,6400,sqshq,2015-03-29T17:56:31Z
logger,Java,13849,2131,orhanobut,2015-03-20T22:30:12Z
pinpoint,Java,13837,3752,pinpoint-apm,2014-10-20T09:27:22Z
spring-analysis,Java,13739,4129,seaswalker,2016-09-09T07:46:32Z
AndroidAutoSize,Java,13731,2007,JessYanCoding,2018-08-17T09:04:19Z
GmsCore,Java,13707,2898,microg,2014-04-23T19:28:47Z
PictureSelector,Java,13592,3117,LuckSiege,2017-01-04T07:47:39Z
Material-Animations,Java,13566,2444,lgvalle,2015-03-08T20:54:00Z
tink,Java,13543,1188,tink-crypto,2014-06-06T16:21:09Z
lombok,Java,13458,2475,projectlombok,2009-06-08T19:46:41Z
Android-PickerView,Java,13445,3452,Bigkoo,2014-12-28T01:46:38Z
mall-learning,Java,13382,8276,macrozheng,2019-04-12T13:20:31Z
metersphere,Java,13302,2827,metersphere,2020-02-03T02:06:12Z
OpenSearch,Java,13262,2641,opensearch-project,2021-01-29T22:10:00Z
plantuml,Java,13122,1209,plantuml,2010-11-04T15:55:50Z
dex2jar,Java,13118,2187,pxb1988,2015-03-16T09:13:07Z
banner,Java,13027,2525,youth5201314,2016-04-22T05:50:25Z
mall-swarm,Java,13011,5523,macrozheng,2019-11-25T06:55:31Z
lawnchair,Java,12997,1542,LawnchairLauncher,2017-03-03T13:12:58Z
COLA,Java,12964,3239,alibaba,2018-02-06T13:46:27Z
trino,Java,12960,3673,trinodb,2019-01-19T06:38:14Z
debezium,Java,12846,2964,debezium,2016-01-22T20:17:05Z
spring-boot-admin,Java,12834,3147,codecentric,2014-07-25T11:39:13Z
zookeeper,Java,12772,7330,apache,2009-03-27T15:41:56Z
conductor,Java,12764,2332,Netflix,2016-12-07T22:48:42Z
guice,Java,12740,1679,google,2014-05-28T23:18:53Z
eureka,Java,12716,3773,Netflix,2012-07-26T22:23:07Z
stetho,Java,12672,1116,facebook,2015-01-22T22:34:10Z
Aegis,Java,12653,548,beemdevelopment,2016-08-15T19:10:31Z
greenDAO,Java,12592,2860,greenrobot,2011-10-22T16:15:14Z
Matisse,Java,12528,2048,zhihu,2017-04-13T01:31:05Z
AndroidViewAnimations,Java,12446,2411,daimajia,2014-06-23T03:53:13Z
langchain4j,Java,12430,2325,langchain4j,2023-06-20T15:30:29Z
Paper,Java,12415,3457,PaperMC,2016-01-22T05:40:19Z
AndroidSwipeLayout,Java,12365,2638,daimajia,2014-08-25T04:09:33Z
Mybatis-PageHelper,Java,12359,3092,pagehelper-org,2014-06-09T15:32:30Z
android-interview-questions,Java,12341,2382,amitshekhariitbhu,2017-07-09T18:47:24Z
jedis,Java,12337,3902,redis,2010-06-11T13:04:43Z
kafka-ui,Java,12175,1404,provectus,2019-11-26T15:55:55Z
xManager,Java,12172,326,Team-xManager,2021-02-08T11:31:10Z
interview,Java,11350,5156,mission-peace,2014-07-20T21:27:31Z
tensorflow,C++,196044,75192,tensorflow,2015-11-07T01:19:20Z
react-native,C++,126078,25177,react,2015-01-09T18:10:16Z
electron,C++,121756,17269,electron,2013-04-12T01:47:36Z
llama.cpp,C++,118066,19900,ggml-org,2023-03-10T18:58:00Z
godot,C++,113077,25764,godotengine,2014-01-04T16:05:36Z
terminal,C++,103701,9372,microsoft,2017-08-11T18:38:22Z
bitcoin,C++,89538,39022,bitcoin,2010-12-19T15:16:43Z
opencv,C++,89373,56656,opencv,2012-07-19T09:40:17Z
gpt4all,C++,77367,8311,nomic-ai,2023-03-27T18:49:32Z
tesseract,C++,74932,10674,tesseract-ocr,2014-08-12T18:04:59Z
imgui,C++,74111,11832,ocornut,2014-07-21T14:29:47Z
protobuf,C++,71402,16167,protocolbuffers,2014-08-26T15:52:15Z
ladybird,C++,64218,3072,LadybirdBrowser,2024-05-30T09:18:10Z
ImHex,C++,54002,2401,WerWolv,2020-11-10T14:27:00Z
whisper.cpp,C++,51031,5697,ggml-org,2022-09-25T18:26:37Z
json,C++,50004,7409,nlohmann,2013-07-04T08:47:49Z
x64dbg,C++,48727,2758,x64dbg,2015-04-11T20:48:23Z
ClickHouse,C++,48277,8554,ClickHouse,2016-06-02T08:28:18Z
TrafficMonitor,C++,44973,3703,zhongyang219,2017-07-30T02:51:17Z
grpc,C++,44925,11164,grpc,2014-12-08T18:58:53Z
CPlusPlusThings,C++,43238,8829,Light-City,2019-07-14T08:45:45Z
aria2,C++,41292,3870,aria2,2010-11-27T09:41:48Z
faiss,C++,40387,4436,facebookresearch,2017-02-07T16:07:05Z
leveldb,C++,39172,8200,google,2014-08-27T21:17:52Z
duckdb,C++,39011,3360,duckdb,2018-06-26T15:04:45Z
googletest,C++,38741,10803,google,2015-07-28T15:07:53Z
Sunshine,C++,38605,2037,LizardByte,2021-12-15T23:38:57Z
qBittorrent,C++,38421,4736,qbittorrent,2012-02-04T09:37:46Z
interview,C++,37990,8093,huihut,2018-02-09T09:49:48Z
aseprite,C++,37638,8222,aseprite,2014-08-19T23:44:50Z
Hyprland,C++,36501,1810,hyprwm,2022-03-16T19:49:13Z
mediapipe,C++,35819,6033,google-ai-edge,2019-06-13T19:16:41Z
caffe,C++,34577,18463,BVLC,2013-09-12T18:39:48Z
C-Plus-Plus,C++,34394,7820,TheAlgorithms,2016-07-16T10:19:45Z
openpose,C++,34167,8040,CMU-Perceptual-Computing-Lab,2017-04-24T14:06:31Z
carbon-lang,C++,33851,1535,carbon-language,2020-04-27T21:45:16Z
serenity,C++,33532,3353,SerenityOS,2018-12-02T19:28:41Z
btop,C++,33034,1059,aristocratos,2021-05-06T18:40:21Z
WSL,C++,32824,1759,microsoft,2016-04-06T17:32:56Z
tdesktop,C++,32170,6834,telegramdesktop,2014-05-02T12:36:31Z
Proton,C++,31963,1489,ValveSoftware,2018-03-13T18:45:27Z
rocksdb,C++,31801,6854,facebook,2012-11-30T06:16:18Z
FreeCAD,C++,31731,5694,FreeCAD,2012-09-09T08:25:02Z
shadPS4,C++,31496,2235,shadps4-emu,2022-10-24T09:48:37Z
calculator,C++,30975,5768,microsoft,2019-01-28T17:55:49Z
dragonfly,C++,30771,1197,dragonflydb,2021-12-11T10:00:42Z
folly,C++,30436,5862,facebook,2012-06-01T20:49:04Z
flameshot,C++,30230,1957,flameshot-org,2017-05-10T19:44:51Z
QtScrcpy,C++,29962,3575,barry-ran,2019-06-23T04:12:17Z
phantomjs,C++,29458,5676,ariya,2010-12-27T08:18:58Z
srs,C++,29005,5681,ossrs,2015-04-29T06:59:32Z
spdlog,C++,28967,5183,gabime,2014-11-01T01:28:53Z
xgboost,C++,28490,8877,dmlc,2014-02-06T17:28:03Z
notepad-plus-plus,C++,28489,5277,notepad-plus-plus,2015-03-28T00:05:08Z
envoy,C++,28469,5454,envoyproxy,2016-08-08T15:07:24Z
mongo,C++,28395,5782,mongodb,2009-01-15T16:15:18Z
taichi,C++,28266,2386,taichi-dev,2016-11-24T10:00:05Z
keepassxc,C++,27749,1828,keepassxreboot,2016-02-28T15:52:40Z
xiaozhi-esp32,C++,27596,6180,78,2024-08-31T10:08:16Z
FinceptTerminal,C++,27466,3849,Fincept-Corporation,2024-08-29T14:38:08Z
emscripten,C++,27440,3523,emscripten-core,2011-02-12T05:23:30Z
mlx,C++,27245,1947,ml-explore,2023-11-28T23:33:45Z
rethinkdb,C++,26998,1856,rethinkdb,2012-10-30T05:37:47Z
deskflow,C++,26891,4662,deskflow,2014-10-12T23:18:57Z
DeepSpeech,C++,26755,4085,mozilla,2016-06-02T15:04:53Z
apollo,C++,26683,9953,ApolloAuto,2017-07-04T19:03:31Z
flatbuffers,C++,26139,3596,google,2014-05-19T18:33:01Z
typesense,C++,26107,908,typesense,2017-01-18T08:01:47Z
winget-cli,C++,26086,1754,microsoft,2019-07-16T22:16:49Z
solidity,C++,25662,6132,argotorg,2015-08-17T12:27:26Z
modern-cpp-tutorial,C++,25607,3106,changkun,2016-08-19T14:39:15Z
v8,C++,25087,4290,v8,2014-09-24T15:24:30Z
llamafile,C++,25083,1415,mozilla-ai,2023-09-10T21:12:32Z
sqlitebrowser,C++,24220,2346,sqlitebrowser,2014-05-04T01:54:44Z
Paddle,C++,23988,6009,PaddlePaddle,2016-08-15T06:59:08Z
simdjson,C++,23900,1260,simdjson,2018-03-23T00:49:18Z
tinyrenderer,C++,23765,2256,ssloy,2015-01-17T16:46:01Z
fmt,C++,23625,2915,fmtlib,2012-12-07T16:26:46Z
ncnn,C++,23411,4447,Tencent,2017-06-30T10:55:37Z
osquery,C++,23338,2576,osquery,2014-07-29T20:27:33Z
RedisDesktopManager,C++,23239,3242,redis,2013-08-05T07:51:08Z
Karabiner-Elements,C++,22379,914,pqrs-org,2016-07-11T04:57:55Z
smartknob,C++,21888,1268,scottbez1,2021-10-24T03:48:44Z
MaaAssistantArknights,C++,21651,2689,MaaAssistantArknights,2021-07-09T18:26:38Z
CnC_Remastered_Collection,C++,21372,5439,electronicarts,2020-03-30T17:48:04Z
onnxruntime,C++,20912,4012,microsoft,2018-11-10T02:22:53Z
xbmc,C++,20889,6553,xbmc,2011-01-03T21:18:51Z
mxnet,C++,20813,6702,apache,2015-04-30T16:21:15Z
Catch2,C++,20452,3239,catchorg,2010-11-08T18:22:56Z
video2x,C++,20362,1764,k4yt3x,2018-02-24T16:34:41Z
filament,C++,20189,2198,google,2018-08-03T17:26:00Z
TranslucentTB,C++,19771,1230,TranslucentTB,2017-01-10T00:53:17Z
trojan,C++,19725,3031,trojan-gfw,2017-10-21T16:07:42Z
3d-game-shaders-for-beginners,C++,19712,1474,lettier,2019-05-12T22:08:45Z
TinyWebServer,C++,19578,4249,qinguoyi,2019-05-29T10:41:34Z
Atmosphere,C++,19206,1448,Atmosphere-NX,2018-01-18T07:36:33Z
cutter,C++,19205,1413,rizinorg,2017-09-25T09:50:51Z
cocos2d-x,C++,19075,7060,cocos2d,2010-11-18T23:17:00Z
BackgroundMusic,C++,19074,766,kyleneideck,2016-02-24T07:19:32Z
DOOM,C++,19025,3336,id-Software,2012-01-31T21:28:06Z
rpcs3,C++,19002,2324,RPCS3,2012-11-03T15:16:18Z
blender,C++,18911,3003,blender,2019-10-09T12:47:28Z
swoole-src,C++,18901,3146,swoole,2012-07-21T13:49:59Z
uWebSockets,C++,18890,1853,uNetworking,2016-03-21T04:39:40Z
yoga,C++,18797,1546,react,2014-04-07T01:37:37Z
hhvm,C++,18636,3069,facebook,2010-01-02T01:17:06Z
MMKV,C++,18627,1985,Tencent,2018-09-17T10:59:36Z
weex,C++,18532,2125,alibaba,2016-03-11T10:18:11Z
LightGBM,C++,18490,4034,lightgbm-org,2016-08-05T05:45:50Z
AirSim,C++,18260,4908,microsoft,2017-02-14T00:52:29Z
WLED,C++,18258,4219,wled,2016-12-20T20:42:27Z
libphonenumber,C++,18099,2166,google,2014-12-03T18:02:17Z
leetcode,C++,18059,4924,haoel,2014-10-20T03:22:04Z
pybind11,C++,17930,2305,pybind,2015-07-05T19:46:48Z
helium,C++,17717,461,imputnet,2025-02-15T11:43:15Z
moonlight-qt,C++,17639,1123,moonlight-stream,2018-04-28T22:41:42Z
mars,C++,17635,3692,Tencent,2016-12-12T04:39:54Z
upx,C++,17617,1530,upx,2016-08-31T11:23:13Z
CNTK,C++,17599,4230,microsoft,2015-11-26T09:52:06Z
brpc,C++,17543,4123,apache,2017-09-04T09:28:47Z
Marlin,C++,17449,19717,MarlinFirmware,2011-08-13T08:07:20Z
dxvk,C++,17370,1143,doitsujin,2017-10-11T13:34:29Z
abseil-cpp,C++,17347,3041,abseil,2017-09-20T15:10:30Z
react-native-windows,C++,17302,1196,microsoft,2015-12-15T00:16:54Z
audacity,C++,17244,2578,audacity,2015-03-26T10:46:17Z
ZLMediaKit,C++,17209,4081,ZLMediaKit,2017-04-01T08:30:25Z
nix,C++,17158,1948,NixOS,2012-02-08T10:17:59Z
arduino-esp32,C++,16980,7878,espressif,2016-10-06T06:04:20Z
Qv2ray,C++,16946,3185,Qv2ray,2019-06-15T01:51:08Z
ZeroTierOne,C++,16875,1950,zerotier,2013-04-24T13:21:10Z
arrow,C++,16872,4152,apache,2016-02-17T08:00:23Z
subconverter,C++,16783,3814,tindy2013,2019-10-31T04:51:54Z
ceph,C++,16740,6427,ceph,2011-09-01T21:41:26Z
Waifu2x-Extension-GUI,C++,16706,1039,AaronFeng753,2020-01-20T10:01:28Z
Arduino,C++,16634,13142,esp8266,2015-03-27T05:22:06Z
cpp-httplib,C++,16628,2706,yhirose,2012-09-22T02:38:32Z
mold,C++,16615,537,rui314,2020-09-29T05:12:48Z
Sourcetrail,C++,16473,1666,CoatiSoftware,2015-12-09T12:32:11Z
foundationdb,C++,16452,1524,apple,2017-12-14T01:40:42Z
Valdi,C++,16380,542,Snapchat,2025-11-06T17:33:28Z
tracy,C++,16220,1102,wolfpld,2020-03-17T19:43:04Z
USTC-Course,C++,16169,3500,USTC-Resource,2019-01-09T03:48:08Z
muduo,C++,16167,5319,chenshuo,2010-05-05T12:58:02Z
wazuh,C++,15946,2355,wazuh,2015-08-11T17:39:03Z
Stockfish,C++,15913,2929,official-stockfish,2014-06-18T19:59:53Z
OpenRCT2,C++,15873,1825,OpenRCT2,2014-04-01T23:32:25Z
scylladb,C++,15620,1504,scylladb,2014-12-24T13:16:33Z
MNN,C++,15546,2374,alibaba,2019-04-15T07:40:18Z
DearPyGui,C++,15484,786,hoffstadt,2020-05-28T17:12:57Z
nekoray,C++,15452,1498,MatsuriDayo,2022-05-03T11:12:00Z
ardupilot,C++,15351,20966,ArduPilot,2013-01-09T00:58:52Z
polybar,C++,15283,727,polybar,2016-05-19T14:16:23Z
dogecoin,C++,15206,3083,dogecoin,2013-12-06T11:38:05Z
dolphin,C++,15158,3127,dolphin-emu,2013-07-22T09:07:57Z
rapidjson,C++,15094,3649,Tencent,2014-03-04T05:53:37Z
pcsx2,C++,15018,2025,PCSX2,2013-12-22T17:56:48Z
lynx,C++,14934,535,lynx-family,2025-03-04T07:41:43Z
xournalpp,C++,14921,1072,xournalpp,2013-08-08T20:58:27Z
transmission,C++,14872,1399,transmission,2015-05-05T23:53:02Z
ggml,C++,14867,1696,ggml-org,2022-09-18T17:07:19Z
OrcaSlicer,C++,14811,2674,OrcaSlicer,2022-07-16T11:01:21Z
MuseScore,C++,14770,3205,musescore,2012-05-26T12:46:33Z
NanaZip,C++,14639,368,M2Team,2021-08-30T22:59:59Z
bullet3,C++,14565,3080,bulletphysics,2011-04-12T18:45:08Z
wkhtmltopdf,C++,14557,1948,wkhtmltopdf,2009-08-07T14:27:43Z
dlib,C++,14407,3450,davisking,2014-01-29T00:45:33Z
organicmaps,C++,14400,1478,organicmaps,2020-12-27T19:02:26Z
shotcut,C++,14393,1420,mltframework,2012-04-23T22:37:04Z
workflow,C++,14378,2563,sogou,2020-07-29T05:47:01Z
NotepadNext,C++,14296,889,dail8859,2019-11-27T16:06:10Z
annoy,C++,14252,1223,spotify,2013-04-01T20:29:40Z
arangodb,C++,14211,883,arangodb,2011-10-26T06:42:00Z
webview,C++,14125,1079,webview,2017-08-19T08:26:00Z
carla,C++,14102,4609,carla-simulator,2017-10-24T09:06:23Z
mosh,C++,14077,831,mobile-shell,2011-01-09T09:41:02Z
drogon,C++,14022,1347,drogonframework,2018-04-27T02:49:26Z
ppsspp,C++,14009,2525,hrydgard,2012-11-01T08:41:48Z
QGIS,C++,13988,3459,qgis,2011-05-02T08:06:26Z
mujoco,C++,13983,1596,google-deepmind,2021-08-27T12:25:48Z
Open3D,C++,13725,2580,isl-org,2016-12-02T16:40:38Z
cosmos,C++,13723,3661,OpenGenus,2017-09-16T12:07:05Z
or-tools,C++,13683,2419,google,2015-02-21T01:25:35Z
incubator-weex,C++,13622,1775,apache,2017-01-06T08:00:06Z
watchman,C++,13611,1057,facebook,2012-11-29T23:35:52Z
sherpa-onnx,C++,13176,1504,k2-fsa,2022-09-01T05:47:33Z
Game-Cheats-Manager,C++,13123,449,dyang886,2023-12-31T10:09:12Z
TensorRT,C++,13103,2380,NVIDIA,2019-05-02T22:02:08Z
capnproto,C++,13090,1053,capnproto,2013-03-29T02:38:48Z
Gource,C++,13045,787,acaudwell,2009-09-11T04:24:26Z
ninja,C++,13036,1808,ninja-build,2011-02-06T19:07:12Z
Hazel,C++,13016,1560,TheCherno,2018-10-20T03:31:42Z
assimp,C++,13012,3193,assimp,2010-05-05T12:53:45Z
luanti,C++,13004,2354,luanti-org,2011-08-07T13:48:36Z
guetzli,C++,12929,996,google,2016-10-21T15:13:18Z
entt,C++,12844,1099,skypjack,2017-03-27T13:15:36Z
vnote,C++,12841,1294,vnotex,2016-10-05T07:24:54Z
libfacedetection,C++,12757,3026,ShiqiYu,2015-01-20T07:47:20Z
FlashMLA,C++,12718,1069,deepseek-ai,2025-02-21T06:31:27Z
zeal,C++,12675,830,zealdocs,2013-01-20T01:50:30Z
amnezia-client,C++,12673,936,amnezia-vpn,2020-11-22T12:44:43Z
colmap,C++,12006,2048,colmap,2014-08-16T00:55:31Z
linux,C,237622,62857,torvalds,2011-09-04T22:48:12Z
scrcpy,C,144325,13308,Genymobile,2017-11-21T18:00:27Z
PowerToys,C,135487,8145,microsoft,2019-05-01T17:44:02Z
Ventoy,C,77403,4834,ventoy,2020-03-10T15:19:19Z
redis,C,75101,24676,redis,2009-03-21T22:32:25Z
obs-studio,C,73430,9381,obsproject,2013-10-01T02:40:31Z
git,C,61653,28048,git,2008-07-23T14:21:26Z
FFmpeg,C,61434,13929,FFmpeg,2011-04-14T14:12:38Z
tmux,C,46955,2711,tmux,2015-06-03T23:32:55Z
curl,C,42233,7245,curl,2010-03-18T22:32:22Z
wrk,C,40338,3031,wg,2012-03-20T11:12:28Z
php-src,C,40197,8078,php,2011-06-16T01:52:25Z
rufus,C,36604,3097,pbatard,2011-11-19T19:12:05Z
mpv,C,35745,3397,mpv-player,2012-10-13T08:08:44Z
jq,C,35045,1804,jqlang,2012-07-18T19:57:25Z
stb,C,34060,8064,nothings,2014-05-25T16:51:23Z
raylib,C,33583,3161,raysan5,2013-10-24T15:46:04Z
ijkplayer,C,33173,8230,bilibili,2013-06-03T04:12:04Z
ExplorerPatcher,C,33076,1344,valinet,2021-08-09T14:17:24Z
my-tv,C,32075,3603,lizongying,2023-12-04T12:18:39Z
lede,C,31491,19285,coolsnowwolf,2017-09-06T07:39:03Z
WindTerm,C,31441,2386,kingToolbox,2019-10-09T19:56:09Z
nginx,C,31001,8025,nginx,2015-06-23T10:26:27Z
os-tutorial,C,30569,3548,cfenollosa,2014-09-29T08:39:34Z
openssl,C,30362,11338,openssl,2013-01-15T22:34:48Z
yabai,C,29186,724,asmvik,2019-05-04T15:00:50Z
GoodbyeDPI,C,28441,2182,ValdikSS,2017-05-16T18:48:52Z
openwrt,C,27314,12535,openwrt,2015-11-09T07:13:55Z
zstd,C,27287,2513,facebook,2015-01-24T00:22:38Z
the_silver_searcher,C,27069,1435,ggreer,2011-11-19T19:50:47Z
libuv,C,26936,3885,libuv,2013-11-30T00:29:56Z
darknet,C,26465,21059,pjreddie,2014-04-11T07:59:16Z
valkey,C,26270,1201,valkey-io,2024-03-22T00:42:17Z
hashcat,C,26208,3474,hashcat,2015-12-04T14:46:51Z
masscan,C,25809,3222,robertdavidgraham,2013-07-28T05:35:33Z
TDengine,C,24928,5003,taosdata,2019-07-11T08:33:48Z
Ehviewer_CN_SXJ,C,24813,651,xiaojieonly,2020-11-09T06:14:31Z
Tasmota,C,24508,5109,arendst,2017-01-28T13:37:08Z
radare2,C,24188,3260,radareorg,2012-07-03T07:42:26Z
lvgl,C,23903,4220,lvgl,2016-06-08T04:14:34Z
HandBrake,C,23568,1641,HandBrake,2015-08-22T16:32:28Z
fastfetch,C,23403,804,fastfetch-cli,2021-02-18T21:25:19Z
timescaledb,C,22972,1110,timescale,2017-03-07T20:03:41Z
bcc,C,22474,4056,iovisor,2015-05-01T19:52:32Z
How-to-Make-a-Computer-Operating-System,C,22424,3461,SamyPesse,2013-11-29T17:36:32Z
C,C,22184,4765,TheAlgorithms,2016-07-16T10:17:03Z
pgvector,C,21931,1223,pgvector,2021-04-20T21:13:52Z
micropython,C,21832,8886,micropython,2013-12-20T11:47:07Z
unleashed-firmware,C,21752,1895,DarkFlippers,2022-03-16T12:46:45Z
mimikatz,C,21661,4135,gentilkiwi,2014-04-06T18:30:02Z
nnn,C,21649,808,jarun,2016-08-20T14:10:14Z
The-Art-Of-Programming-By-July-2nd,C,21504,6984,julycoding,2013-12-14T10:00:06Z
postgres,C,21270,5727,postgres,2010-09-21T11:35:45Z
cosmopolitan,C,21079,759,jart,2020-06-15T14:16:13Z
goaccess,C,20663,1186,allinurl,2013-07-14T03:42:08Z
qmk_firmware,C,20486,44019,qmk,2014-12-08T22:02:05Z
ish,C,20044,1421,ish-app,2017-05-05T00:10:35Z
HarmonyOS,C,19903,3279,Awesome-HarmonyOS,2019-08-09T11:24:00Z
llama2.c,C,19666,2560,karpathy,2023-07-23T05:15:06Z
BlackHole,C,19241,816,ExistentialAudio,2019-09-27T18:40:46Z
vlc,C,18803,5983,videolan,2012-01-29T19:30:36Z
Sandboxie,C,18703,2010,sandboxie-plus,2020-04-09T09:26:37Z
esp-idf,C,18391,8336,espressif,2016-08-17T10:40:35Z
winlator,C,17989,1488,brunodev85,2023-07-26T13:02:11Z
reactos,C,17686,2138,reactos,2017-10-03T08:04:52Z
ffmpeg.wasm,C,17630,1086,ffmpegwasm,2019-10-16T11:21:16Z
clay,C,17487,688,nicbarker,2024-07-21T01:40:27Z
bgfx,C,17200,2105,bkaradzic,2012-04-04T03:39:04Z
Flipper,C,17173,3870,UberGuidoZ,2022-05-09T22:41:48Z
open-gpu-kernel-modules,C,17110,1730,NVIDIA,2022-05-02T22:00:04Z
sway,C,17062,1270,swaywm,2015-08-05T01:31:45Z
blurhash,C,17035,377,woltapp,2019-06-26T10:45:33Z
sumatrapdf,C,16920,1979,sumatrapdfreader,2012-10-02T06:59:55Z
libsql,C,16902,502,tursodatabase,2022-09-29T18:56:16Z
ImageMagick,C,16799,1611,ImageMagick,2015-05-17T20:07:50Z
kcp,C,16792,2614,skywind3000,2014-12-26T16:46:34Z
systemd,C,16428,4550,systemd,2015-03-25T15:27:27Z
flipperzero-firmware,C,16220,3392,flipperdevices,2020-07-31T21:43:20Z
rofi,C,16216,686,davatorium,2013-01-20T11:54:45Z
shadowsocks-libev,C,16180,6255,shadowsocks,2012-12-15T08:11:07Z
SDL,C,15961,2833,libsdl-org,2021-01-15T19:55:54Z
zephyr,C,15710,9411,zephyrproject-rtos,2016-05-26T17:54:19Z
zapret,C,15568,1063,bol-van,2016-02-15T13:30:50Z
ds4,C,15343,1348,antirez,2026-05-06T17:17:05Z
ecapture,C,15291,1619,gojue,2022-03-13T07:40:48Z
systeminformer,C,15190,1738,winsiderss,2016-02-01T08:10:21Z
OpenCorePkg,C,15185,2276,acidanthera,2019-04-03T19:14:29Z
Dummy-Robot,C,15121,3152,peng-zhihui,2021-10-07T11:42:58Z
glfw,C,15113,5895,glfw,2013-04-18T15:24:53Z
seafile,C,14892,1652,haiwen,2012-07-12T06:47:55Z
esp8266_deauther,C,14845,2765,SpacehuhnTech,2017-01-07T13:39:23Z
codebase-memory-mcp,C,14477,1064,DeusData,2026-02-24T22:01:00Z
memcached,C,14218,3331,memcached,2009-04-24T23:34:25Z
openvpn,C,14153,3346,OpenVPN,2012-04-26T20:42:48Z
coturn,C,14128,2258,coturn,2015-07-17T08:15:16Z
skynet,C,14078,4274,cloudwu,2012-08-01T03:30:42Z
nginx-rtmp-module,C,14016,3587,arut,2012-03-14T05:37:38Z
nuklear,C,14000,1104,vurtun,2015-03-25T13:32:06Z
openresty,C,13909,1634,openresty,2010-01-20T03:57:59Z
raspberry-pi-os,C,13866,1343,s-matyukevich,2017-06-22T16:09:36Z
libsodium,C,13767,1881,jedisct1,2013-01-20T00:03:40Z
Luban,C,13747,2260,Curzibn,2016-07-24T07:43:21Z
Duix-Avatar,C,13738,2270,duixcom,2024-12-24T03:00:26Z
qemu,C,13339,6909,qemu,2012-08-11T21:48:37Z
FreeRDP,C,13339,15361,FreeRDP,2011-06-30T19:14:15Z
SoftEtherVPN,C,13335,2760,SoftEtherVPN,2014-01-02T12:40:57Z
john,C,13296,2506,openwall,2011-12-16T19:43:47Z
tengine,C,13281,2505,alibaba,2012-03-21T06:34:37Z
RetroArch,C,13277,2132,libretro,2010-05-27T14:47:40Z
tig,C,13267,648,jonas,2009-03-01T20:39:25Z
acwj,C,13255,1197,DoctorWkt,2019-10-18T08:11:21Z
mimalloc,C,13120,1131,microsoft,2019-06-19T21:14:44Z
nmap,C,13102,2839,nmap,2012-03-09T14:47:43Z
linux,C,12976,5430,raspberrypi,2012-01-17T12:10:20Z
mongoose,C,12897,2920,cesanta,2012-08-14T15:09:51Z
cJSON,C,12811,3492,DaveGamble,2016-03-19T18:22:54Z
robotjs,C,12749,1001,octalmage,2014-08-31T14:13:47Z
darktable,C,12665,1346,darktable-org,2012-03-21T21:53:04Z
citus,C,12580,781,citusdata,2016-02-01T21:58:39Z
sanitizers,C,12405,1089,google,2014-09-03T23:49:51Z
twemproxy,C,12339,2036,twitter,2012-02-22T16:53:58Z
zfs,C,12300,2009,openzfs,2009-12-14T20:20:34Z
Tinyhttpd,C,12155,3949,EZLippi,2015-05-20T06:44:01Z
atomic-red-team,C,12129,3144,redcanaryco,2017-10-11T17:23:32Z
rt-thread,C,12063,5421,RT-Thread,2013-01-02T14:49:21Z
thc-hydra,C,11973,2571,vanhauser-thc,2014-04-24T14:45:37Z
SketchyBar,C,11952,170,FelixKratz,2021-08-13T14:28:04Z
ttyd,C,11937,1162,tsl0922,2016-09-13T01:43:54Z
libevent,C,11919,3466,libevent,2011-06-06T21:42:50Z
lz4,C,11887,1558,lz4,2014-03-25T15:52:21Z
lua-nginx-module,C,11766,2050,openresty,2010-04-16T15:59:01Z
chibicc,C,11712,1052,rui314,2019-08-03T02:22:25Z
klipper,C,11661,5902,Klipper3d,2016-05-25T15:42:06Z
wcdb,C,11507,1500,Tencent,2017-05-11T09:25:03Z
h2o,C,11497,884,h2o,2014-08-16T23:59:03Z
libvips,C,11427,773,libvips,2011-01-25T13:15:00Z
TheFatRat,C,11290,2531,screetsec,2016-07-24T10:30:19Z
darwin-xnu,C,11257,1682,apple,2017-06-02T21:33:51Z
Nuklear,C,11233,676,Immediate-Mode-UI,2019-11-26T09:21:47Z
tini,C,11132,545,krallin,2015-02-27T18:13:59Z
betaflight,C,11128,3849,betaflight,2015-06-08T10:37:44Z
xxHash,C,11099,903,Cyan4973,2014-04-30T23:32:49Z
